habilidade_code,component_id,description
EF03LP22,e0f37398-5760-4e7d-a45e-65f9a2f7c802,Collaboratively produce news segments suitable for oral or digital delivery to a child audience
EF03LP22,95b7c12f-6737-44cc-b303-d2582afd1458,Incorporate campaign texts into a children's news broadcast appropriate to its communicative situation
EF03LP22,f4d07232-b15f-4619-a218-c5ad9a7952be,Adapt spoken language to suit a specific communicative context or audience
EF03LP21,0252c0e4-8a78-43a0-b5bf-9ceb856bc969,Produce advertisement texts aimed at a child audience using persuasive language devices
EF03LP21,d1194272-659f-45e9-b812-9a37df10a894,"Apply visual and typographic elements such as colors, font size, and layout in awareness campaign texts"
EF03LP21,75627b86-1922-4b52-8f8b-beba6865a091,Use slogans and wordplay as persuasive devices in promotional texts for children
EF03LP21,2ff8afe1-fa3e-4ba2-8f79-ec03d64710b9,Select appropriate images and word choices to reinforce the persuasive purpose of an advertisement
EF03LP20,af125b12-ec00-46d7-bba0-b71ac316fe90,Produce a reader letter or complaint letter to a media outlet expressing opinions or critiques
EF03LP20,3339a2bc-3342-4bb4-8ab3-617b7615699e,Apply the structural and formatting conventions of the letter genre in civic-political writing
EF03LP20,100534f0-efa7-4e83-a5fe-67452a182f95,Adapt writing style and tone to suit a specific audience
EF03LP20,36a89326-9cf1-4f70-b4f7-efead3cb7368,Express a personal opinion or critique clearly and coherently in a letter to a newspaper or magazine
EF03LP19,02e9ce21-472c-457e-b154-ca82e76bc512,"Identify persuasive devices such as colors, images, and word choice in advertising texts"
EF03LP19,786dd7d5-1de9-404d-a53a-3c418e4b6d69,Explain the persuasive function of font size and wordplay in promotional materials
EF03LP19,ac589a35-77e5-43c7-80f6-f9def30bf352,Discuss how specific visual and linguistic elements are used to persuade audiences in advertisements
EF03LP18,ab3d0dd7-604f-43cf-9f99-c285b57ffc68,Read and independently comprehend reader letters and complaint letters addressed to media outlets
EF03LP18,08e5c225-f241-43dd-a0d2-39f6f54189c3,Read and independently comprehend news articles considering the communicative situation and topic
EF03LP18,869c4ec0-d974-49c8-8d66-703f1d7d7e2f,Identify the communicative purpose and main argument in a letter addressed to a media outlet
EF03LP18,59c4f7d3-2db0-449b-9187-b4c662f34f48,Recognize the structural conventions of the letter genre in journalistic and civic contexts
EF03LP16,9d98f958-483a-4638-a8ad-4403ca866d07,Identify the use of imperative verbs as a formatting convention in instructional injunctive texts
EF03LP16,b28a4f8e-9acb-44e0-bf80-5763ac29fb53,Recognize the sequential step structure characteristic of recipes and assembly instructions
EF03LP16,515a735d-cc6f-4f5a-8e49-9f1e6c9980e9,Reproduce the layout of instructional texts distinguishing the materials list from execution instructions
EF03LP16,51f06c3c-8e70-42ea-b932-d82c20af7bac,Identify formatting conventions that differentiate digital from print instructional injunctive genres
EF08LI07,970e762e-dcfe-46c1-8af5-07dbd38ab0b5,Navigate digital environments or applications to locate English-language literary works
EF08LI07,11e3acc0-75f3-4b96-a6d6-3ffeab4f791a,Engage with artistic heritage content available in English through digital platforms or applications
EF08LI07,2f095886-de70-4c6d-bdb7-2e0da95d6198,Explore English literary and artistic resources using digital tools for comprehension and appreciation
EF02LP04,9f33cf39-b43f-4e8f-8285-020acf3ad180,"Read words with CV, V, CVC, and CCV syllable structures correctly"
EF02LP04,638b1af3-4d79-422f-a5cc-4af2524e9e3d,Apply the rule that every syllable contains a vowel sound to count syllables in a word
EF02LP02,3254c233-f098-4477-ae05-bf41ddc0ebb4,Segment spoken words into individual syllables
EF02LP02,7c837115-0e69-4dc2-8382-b635407dca11,"Remove initial, medial, or final syllables from a word to form a new word"
EF02LP02,ff1a6d9b-0c23-4b56-8533-c0b6307ac030,"Substitute syllables in initial, medial, or final positions to produce new words"
EF03LP11,0f5cec02-133c-42c8-b1a7-6a09f1ee12ae,Read and independently comprehend instructional injunctive texts such as recipes and assembly instructions
EF03LP11,4cee6b33-359a-4426-9c71-63128ff0eeb9,Identify structural features of instructional texts including imperative verbs and sequenced steps
EF03LP11,0780565d-4a87-4862-af32-0e30a9a4d33f,"Interpret how words, images, and graphic-visual resources combine in instructional injunctive texts"
EF03LP11,7eea7992-986f-4dda-8858-d96c879465a9,Apply understanding of the communicative situation and topic to comprehend instructional genre texts
EF03LP10,de1fb035-f7ca-4efc-bb54-d6e973301d28,Recognize common prefixes and suffixes used to form derived words in Portuguese
EF03LP10,b6407e0a-a7f1-447e-80a9-057a8f15857c,Apply knowledge of prefixes and suffixes to clarify the meaning of unfamiliar words
EF03LP10,4922eea7-e28d-4f39-b77d-e64ba9ede7c2,"Form new words by applying productive prefixes or suffixes to known nouns, adjectives, or verbs"
EF03LP09,9a1c4351-cf49-4ae1-ac6a-e4863e2cb0fe,Identify frequently occurring adjectives in spoken or written language
EF03LP09,2fa4237a-3f63-4eaa-9365-3ec3caf210f2,Explain the function of adjectives as modifiers that attribute properties to nouns
EF03LP09,ddf9c2e1-8f66-4162-82cb-43a503d0e9e1,Distinguish adjectives from other word classes based on their function in a sentence
EF03LP08,ecaf8e50-8f30-465d-a238-ef18c12fcab7,Identify nouns and their function as agents or objects of action within a sentence
EF03LP08,b33e631b-3ab4-4a5c-8b10-3ce784dfa5d8,Identify verbs and their function of expressing action within a sentence
EF03LP08,18e9a53d-1141-48c7-bddb-54eb75d8b6d1,Identify frequently occurring nouns and verbs in simple sentences
EF03LP07,30291368-8373-4c96-b728-546b2c5a04c6,"Recognize and name end punctuation marks including periods, question marks, and exclamation points"
EF03LP07,d8e3d994-024b-4e85-9c13-d516f52eaea9,Use end punctuation correctly when writing sentences
EF03LP07,a2945477-e5c4-4ff8-9908-2a950f11f4b1,Identify the function of the colon and em dash in written dialogues using direct speech
EF03LP07,63917c64-848e-4d53-a4fd-13ab090b6f64,Use the colon and em dash correctly to punctuate direct speech in written texts
EF03LP06,89da3523-b5ee-48db-9bae-6e63190296f6,Identify the stressed syllable in a given word
EF03LP06,56741c1e-e99c-4670-94c2-defb22f15b18,Classify words as oxytones based on final-syllable stress
EF03LP05,dd60925f-f2d6-4800-8e3d-fb4681deb36c,Count syllables in spoken words
EF03LP05,fb942c65-5875-4daf-b208-82d59f021469,"Classify words as monosyllabic, disyllabic, trisyllabic, or polysyllabic"
EF03LP05,3254c233-f098-4477-ae05-bf41ddc0ebb4,Segment spoken words into individual syllables
EF03LP04,2cfd19e6-04e9-42d6-9122-69b18a50b17b,"Apply the acute or circumflex accent to stressed monosyllables ending in a, e, or o"
EF03LP04,76564fb5-0ede-49b8-91c1-c82094138c82,"Apply the acute or circumflex accent to oxytone words ending in a, e, or o followed by s"
EF03LP04,d2e564db-5bbc-4ffe-9dae-2788941606a0,Distinguish when to use the acute versus circumflex accent on stressed final vowels
EF03LP03,27a4e053-fc73-423e-a8c0-66d8c877c80a,"Read words containing the digraphs lh, nh, and ch"
EF03LP03,4e9b3121-fe4a-442e-97ef-d615029cc8d9,"Identify the digraphs lh, nh, and ch as single phoneme units within words"
EF03LP02,638b1af3-4d79-422f-a5cc-4af2524e9e3d,Apply the rule that every syllable contains a vowel sound to count syllables in a word
EF03LP02,b00be93c-d69b-4d77-9fde-c489ecb01eaf,"Read words with CV, V, CVC, CCV, VC, VV, and CVV syllable structures"
EF03LP02,03359758-0e78-4fc9-b87f-807ce1674336,Classify syllables in a word according to their phonological structure
EF03LP01,1378097d-be8f-479b-a2ee-9e0c5489af5f,Apply context-dependent correspondences for c/qu and g/gu in reading and writing
EF03LP01,90bf724b-f659-48df-9a8d-4e552b35fa1a,Write unstressed final syllables using o (not u) and e (not i) correctly
EF03LP01,d578d45a-1936-40ba-9553-e31ada0f85cd,"Read and write words with nasality markers including tilde, m, and n"
EF02LP29,ae9b0e88-0106-435c-8b0a-b6f2ba9604bc,Observe the visual layout and arrangement of text on the page in visual poems
EF02LP29,b4262cc7-9df5-42d1-8435-94e3c8de579c,Identify illustrations and visual effects used in visual poems
EF02LP29,e6e418bd-1f8f-410c-a16f-3954a67db051,Explain how visual or multimedia elements contribute to the meaning of a literary text
EF02LP28,961e934a-a803-4be8-b2fc-a7633a1c832b,Identify the central conflict in a fictional narrative text
EF02LP28,fd0fa5b1-1961-4c1b-bf1e-bbdf12814f36,Recognize words and expressions that characterize characters in a narrative
EF02LP27,09d9e976-300a-440a-a26b-d7222efa4577,Rewrite a literary narrative text previously read aloud by the teacher
EF02LP27,2862ea1a-c306-4551-adc6-b1f8ba7a8ce9,Maintain key narrative elements when rewriting a teacher-read literary text
EF02LP27,f0c098ff-56a6-492a-953d-1cf04e80bea6,Use appropriate vocabulary from the original text in a written retelling
EF02LP26,9d3c89ca-d9fc-4ba1-8bca-e2abcce015fe,Read literary texts from a variety of genres with a degree of independence
EF02LP26,71abeb43-209f-428b-bb36-39496582cd26,Demonstrate comprehension of literary texts at the grades 2–3 level through retelling or response
EF02LP26,5f3a67e0-db9d-4e30-ac41-39fd93c4893b,Develop reading habits and appreciation for literary texts across different genres
EF02LP25,26029953-62bc-47a8-82c9-62790c68b12e,Identify the specific formatting and layout of experiment reports for children
EF02LP25,3da538bc-1792-4b71-bae5-d9dcf8184ec8,Identify the specific formatting and layout of interviews and encyclopedia entries for children
EF02LP25,61d02112-ac60-4af4-ab17-d250b9a7fe9a,"Reproduce the formatting conventions of experiment reports, interviews, and encyclopedia entries in writing"
EF02LP25,4bf90d91-7900-46df-b918-dcc5f994f9d4,"Recognize the oral versions of experiment reports, interviews, and encyclopedia entries"
EF08LI09,887a0588-a1d4-4b71-8da0-37b3c460b711,"Produce writing with development appropriate to the task, purpose, and audience"
EF08LI09,c3cc03ca-96ac-4301-86e1-bc0163e182cd,"Evaluate and revise writing to ensure clarity and coherence across development, organization, and style"
EF08LI09,ddad68d9-022b-4037-b582-ee9472153ad5,Evaluate written production for legibility and sentence structure
EF08LI09,614bad22-49d1-4c8e-b449-b3ac304cb7a5,Provide feedback on peers' written production using established communicative criteria
EF03LP12,eb7e058a-f4b1-4a09-af10-341ad2c0d16b,Identify the structural conventions of the personal letter genre
EF03LP12,b916e57f-e252-42b6-b3c6-e04b578bcabe,Identify expressions of feelings and opinions in personal letters and diary entries
EF03LP12,8024f9c2-ee27-4d30-a1f3-3c456d5303d3,Read and comprehend personal letters and diary entries independently
EF03LP12,6b051f3f-35e6-428d-b544-f62a3de75d5c,Interpret personal letters and diary entries considering the communicative situation and topic
EF02LP03,c039626a-28aa-4724-9408-4b7448e6cb9e,"Read words with direct regular correspondences for f, v, t, d, p, and b"
EF02LP03,f62c33d4-7906-468a-b99b-2b38e1b234ab,Apply context-dependent correspondences for c and q in reading and writing
EF02LP03,d0f2d8a5-332b-4a2e-95a1-5e3b8b5b26e8,Write e and o correctly in unstressed word-final position
EF03LP13,01b016dc-29e1-4ede-a28a-e4d7df99f96a,Plan a personal letter or diary entry considering the communicative situation and topic
EF03LP13,bc1eeb8f-2d6d-4e86-b39b-c4d1504dd7bd,Produce a personal letter following the structural conventions of the letter genre
EF03LP13,7e1206a0-6079-4729-beed-a63f726db201,Produce a diary entry following the structural conventions of the diary genre
EF03LP13,a605ff88-c32d-47e6-9b56-ad25516a17c4,Express feelings and opinions appropriately in personal letters and diary entries
EF03LP15,0597aade-7ef4-4e75-b5ee-0f866586bb3c,Identify the structural and language features of a recipe genre by watching a children's cooking video
EF03LP15,5dd3050b-4c13-4a6f-8eaa-c4151784f4a5,Plan a recipe in audio or video format drawing on a children's cooking program
EF03LP15,58cefc44-0316-43e9-99cd-2c3178a19738,Produce a recipe in audio or video format using appropriate genre conventions
EF02LP01,7f8fb3a5-0db2-4cdc-b0c3-100fb2556aa9,Apply correct spelling of familiar words when producing written text
EF02LP01,a7788f51-3682-44cc-ad3d-bbce302e875f,Apply correct capitalization rules for proper nouns and titles in writing
EF02LP01,40a99ad6-067d-4bba-9f8a-140100195031,Apply correct word spacing in written text production
EF02LP01,30291368-8373-4c96-b728-546b2c5a04c6,"Recognize and name end punctuation marks including periods, question marks, and exclamation points"
EF01LP26,b4071107-6ca7-4746-9874-11668b97f6e2,Identify characters in a story with prompting and support
EF01LP25,44736054-5e16-4003-994c-7781c197931d,Dictate a retelling of a teacher-read story for the teacher to transcribe
EF01LP25,7782285a-bf07-44fe-8a95-99fb5572107b,"Compose an imagined story with teacher as scribe, including characters, plot, time, and setting"
EF01LP25,87eb7e03-b048-45da-a7ad-23d540cea59b,Compose a story based on a wordless picture book with teacher as scribe
EF01LP25,1c887cc9-ebc7-4d8e-a1da-080f1ff41657,Include key compositional elements of narrative texts in dictated story productions
EF01LP24,42c8bcd4-a26f-403e-b850-a105951dfec6,Identify the specific formatting and layout of school task prompts and diagrams
EF01LP24,ad858d11-cdac-4d5e-be15-08dcb3470dbf,Identify the specific formatting and layout of interviews and curiosity pieces in print or digital form
EF01LP24,347064ea-0e3d-4a10-a453-31b92ea45819,Reproduce the formatting conventions appropriate to each identified genre
EF01LP24,ba7b3d35-64b9-4faf-a645-7f01f5b28722,"Recognize the oral versions of school task prompts, diagrams, interviews, and curiosity pieces"
EF01LP23,700a11f4-419c-40b6-a361-3bcd5140d75c,Identify the communicative purpose of oral investigative genres such as interviews and curiosity pieces
EF01LP23,f498b24a-bf6f-4fdd-8be6-5819ef1f8780,Plan a writing piece by considering the purpose and intended audience before drafting
