bncc_code,stage,grade,subject,description_pt,description_en
EF89EF05,EF,"8º, 9º",Educação Física,"Identificar as transformações históricas do fenômeno esportivo e discutir alguns de seus problemas (doping, corrupção, violência etc.) e a forma como as mídias os apresentam.","Identify the historical transformations of the sports phenomenon and discuss some of its problems (doping, corruption, violence, etc.) and the way media presents them."
EF89EF06,EF,"8º, 9º",Educação Física,"Verificar locais disponíveis na comunidade para a prática de esportes e das demais práticas corporais tematizadas na escola, propondo e produzindo alternativas para utilizá-los no tempo livre.","Survey spaces available in the community for practicing sports and other physical practices addressed at school, and propose and develop alternatives for using them during leisure time."
EF89EF07,EF,"8º, 9º",Educação Física,"Experimentar e fruir um ou mais programas de exercícios físicos, identificando as exigências corporais desses diferentes programas e reconhecendo a importância de uma prática individualizada, adequada às características e necessidades de cada sujeito.","Explore and appreciate one or more physical exercise programs, identifying the physical demands of these different programs and recognizing the importance of individualized practice suited to the characteristics and needs of each person."
EF89EF08,EF,"8º, 9º",Educação Física,"Discutir as transformações históricas dos padrões de desempenho, saúde e beleza, considerando a forma como são apresentados nos diferentes meios (científico, midiático etc.).","Discuss the historical transformations of performance, health, and beauty standards, considering how they are presented across different contexts (scientific, media, etc.)."
EF89EF09,EF,"8º, 9º",Educação Física,Problematizar a prática excessiva de exercícios físicos e o uso de medicamentos para a ampliação do rendimento ou potencialização das transformações corporais.,Critically examine the excessive practice of physical exercise and the use of medications to enhance performance or accelerate bodily transformations.
EF89EF10,EF,"8º, 9º",Educação Física,"Experimentar e fruir um ou mais tipos de ginástica de conscientização corporal, identificando as exigências corporais dos mesmos.","Explore and appreciate one or more forms of body-awareness gymnastics (somatic movement practices), identifying the physical demands of each."
EF89EF11,EF,"8º, 9º",Educação Física,"Identificar as diferenças e semelhanças entre a ginástica de conscientização corporal e as de condicionamento físico e discutir como a prática de cada uma dessas manifestações pode contribuir para a melhoria das condições de vida, saúde, bem-estar e cuidado consigo mesmo.","Identify the differences and similarities between body-awareness gymnastics and physical conditioning gymnastics, and discuss how the practice of each can contribute to improved quality of life, health, well-being, and self-care."
EF89EF12,EF,"8º, 9º",Educação Física,"Experimentar, fruir e recriar danças de salão, valorizando a diversidade cultural e respeitando a tradição dessas culturas.","Explore, appreciate, and recreate ballroom dances, valuing cultural diversity and respecting the traditions of those cultures."
EF89EF13,EF,"8º, 9º",Educação Física,"Planejar e utilizar estratégias para se apropriar dos elementos constitutivos (ritmo, espaço, gestos) das danças de salão.","Plan and apply strategies to develop proficiency in the constituent elements (rhythm, space, and gesture) of ballroom dances."
EF89EF14,EF,"8º, 9º",Educação Física,Discutir estereótipos e preconceitos relativos às danças de salão e demais práticas corporais e propor alternativas para sua superação.,"Discuss stereotypes and prejudices related to ballroom dances and other physical practices, and propose alternatives for overcoming them."
EF89EF15,EF,"8º, 9º",Educação Física,"Analisar as características (ritmos, gestos, coreografias e músicas) das danças de salão, bem como suas transformações históricas e os grupos de origem.","Analyze the characteristics (rhythms, gestures, choreographies, and music) of ballroom dances, as well as their historical transformations and communities of origin."
EF89EF16,EF,"8º, 9º",Educação Física,"Experimentar e fruir a execução dos movimentos pertencentes às lutas do mundo, adotando procedimentos de segurança e respeitando o oponente.","Explore and appreciate the execution of movements belonging to martial arts and combat practices from around the world, following safety procedures and showing respect for the opponent."
EF09ER01,EF,9º,Ensino Religioso,Analisar princípios e orientações para o cuidado da vida e nas diversas tradições religiosas e filosofias de vida.,Analyze principles and guidelines for the care of life found across diverse religious traditions and philosophies of life.
EF09ER02,EF,9º,Ensino Religioso,"Discutir as diferentes expressões de valorização e de desrespeito à vida, por meio da análise de matérias nas diferentes mídias.",Discuss different expressions of reverence for and disregard of life through the analysis of content across various media.
